web-scraper-order,web-scraper-start-url,ReviewTitle,ReviewBody,ReviewRating,next,next-href
"1573043729-3605","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Hot Garbage","I bought these after reading the reviews and was looking forward to using them. These things cut out when my S9+ is in my pocket just 2 feet away. They are unusable. I updated the firmware, unpared, repared, deleted the app, reinstalled the app. Nothing works. These things are over priced hot garbage. I returned them. The $50 pair of Tozos I bought a couple months ago are better than these.
Also the sound quality isn’t that great either.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1573043692-3460","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Extremely Dissatisfied","I have had these for 3 days now and already I'm experiencing major issues. First, the ambient noise on the left earpiece wasn't working. Then the left earpiece started cutting out audio constantly. Afterwards, after about 20 minutes, the video and audio become out of sync and audio is lagging behind the video slightly. NOW ON THE THIRD DAY the audio of both earbuds are out of sync with each other and the left piece is lagging behind the right making an annoying echo effect. I'm so frustrated, I was so excited to finally get these, but now I'm extremely disappointed and am about to return them. All the reviews I read and watched spoke highly of these, but alas, I was let down.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1573044288-6056","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Not Sure","Cons: Mic is not the best and battery life is low. also, When you take off one of it stays working!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_264?ie=UTF8&pageNumber=264&reviewerType=all_reviews"
"1573044320-6185","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Connection Issues","Sometimes the bluetooth won't connect to my left bud so I have to put it back in the case and take it out again to connect properly.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_277?ie=UTF8&pageNumber=277&reviewerType=all_reviews"
"1573043722-3570","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I love these!!","I love how they don't fall out of my ears. The little rubber support thing that looks like a shark fin kinda didn't go well with my ear anatomy lmao but these headphones come with extra ring things and one of the pairs doesn't have that fin thing that sticks out and it makes them so comfortable to wear. I like that I can really move around and they still stay put. Also, the sound quality is insane. The noise-canceling is out of this world, they literally block all the sound. I think there is an app you can connect these headphones into and control the amount of noise canceling if its too much for you but I'm not sure because I have an iPhone and the app is only for Samsungs but just the fact that there is an app that also works with these sounds awesome.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1573044048-4975","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excelente","Increíble sonido, super comodos audifonos, Samsung nunca me decepciona, Gracias Amazon","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&pageNumber=156&reviewerType=all_reviews"
"1573043857-4144","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product","Great product, easy to use. I have had no problems with them","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews"
"1573043813-3966","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Spotty, but good overall","Works fairly well most of the time. Sometimes one or both of the buds will cut out while I am walking. It usually resolves itself within a few seconds if a pause whatever i am doing and move my phone a little bit in my pocket. While I am not moving it works flawlessly. Touching the buds to do a few task are really easy. Holding the bud in order to hear other people is cool, it just takes 2 seconds to get it to activate.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&reviewerType=all_reviews"
"1573044266-5953","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","epic","Works great on iPhone and has really high quality sound","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_254?ie=UTF8&pageNumber=254&reviewerType=all_reviews"
"1573043763-3741","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very Satisfied.","The app that links with my Galaxy S10+ is wonderful.  The controls on the buds are easy to use.  The sound quality is great and I love that I can turn on and off the ambient noise.  When Ambient noise is off, the noise cancellation is wonderful.  I have had people having a very heated argument next to me and I couldn't hear a word except during the pause in between songs.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews"
"1573044175-5544","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great for the price","The sound quality was clear and crisp. Bass is not to heavy but enough so you knows it's there. Ambient sound mode needs massive improvements but its still not a deal breaker. Call quality is good clear however I did have a little problem when talking to someone else using bluetooth but does not mean its the Galaxy Bud issue. Just wanted to put it out there.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_213?ie=UTF8&pageNumber=213&reviewerType=all_reviews"
"1573044017-4838","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","easy to lose","lost them in about a month and theres no way to connect to them while theyre in the holder. besides that theyre okay.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_142?ie=UTF8&pageNumber=142&reviewerType=all_reviews"
"1573043795-3885","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good sound, nice fit, customizable","These are really nice. Because of their design they block outside noise. But they also have a passthrough feature that will use the mic on the buds to amplify outside sounds. It's not great, but it helps when you want to hear your music or podcast and the things around you. They work great with Samsung phones, but not too sure about others (like iPhone). The Wear app has some nice customization options.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews"
"1573044242-5846","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A  Sure Buy","These wireless earbuds are comfortable with good sound quality and plenty of volume. They pair well with new technology bluetooth products. It will not pair with some older devices such as the Samsung Galaxy Tab S2. I'm not sure if there is a compatibility chart available but if Samsung has one, consulting it may prevent a return. Otherwise you wont be disappointed with them.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_243?ie=UTF8&pageNumber=243&reviewerType=all_reviews"
"1573043949-4531","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","GET THESE!!!","These things are amazing, so slim and sleek. I would easily buy again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_112?ie=UTF8&pageNumber=112&reviewerType=all_reviews"
"1573044277-6006","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Like","Like","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_259?ie=UTF8&pageNumber=259&reviewerType=all_reviews"
"1573044268-5959","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sound amazing","Had these for a week or so. Love them so far.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_255?ie=UTF8&pageNumber=255&reviewerType=all_reviews"
"1573043958-4575","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The best most affordable wireless earbuds on the market.","Noise cancelling is great, along with battery life for me I go on almost a week without charge(charging the case) and I use them atleast an hour or 2 a day","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_116?ie=UTF8&pageNumber=116&reviewerType=all_reviews"
"1573044301-6099","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Everything is worth these headphones","Beautiful set of buds I recommend it to everyone don't let people fool you saying airpods have good sound quality into you try these.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_269?ie=UTF8&pageNumber=269&reviewerType=all_reviews"
"1573043970-4620","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Do not hesitate to buy","Some small issues with it cutting out while listening to both buds at the same time but its seems that the sensor needed to be cleaned so it could see my ear. Other then that amazing product.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&reviewerType=all_reviews"
"1573043918-4397","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","👍","I am happy with this purchase. Every once in a while there is some interference but it is tolerable. I would purchase this item again if the price is right.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&pageNumber=98&reviewerType=all_reviews"
"1573043758-3720","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","My Buddies","I am a casual user of the buds, i charge them at the end of the week to last me through the week. I am a student so I use these buds on my way to class or during my breaks.
I sometimes use them for the gym because they don't fall out easily unless you sweat a lot, and i rather wear my over the head headphones to do the job. But overall the buds are loud, comfortable, and a great pair to have when on the go.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1573043962-4590","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great","Great sound, easy to use, great desing","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&pageNumber=118&reviewerType=all_reviews"
"1573044073-5087","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","They’re Great!!","I bought them for my grandson he loves them.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews"
"1573044041-4947","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product but the connection is iffy.","Every time I look down it cuts out, every time I pick up something big, it cuts out.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_153?ie=UTF8&pageNumber=153&reviewerType=all_reviews"
"1573044130-5347","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Their good for people who's just looking normal headphones","Nice small and comfy","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_193?ie=UTF8&pageNumber=193&reviewerType=all_reviews"
"1573044290-6059","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nice","Very nice","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_265?ie=UTF8&pageNumber=265&reviewerType=all_reviews"
"1573043884-4242","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","..","I don't like fact that they are slippery","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&reviewerType=all_reviews"
"1573044187-5594","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","They are great, but my ears are too small for the wing tips.","I just got these Galaxy Buds yesterday. They're actually great! For the size and what they are, I think audio sounds good. They provide pretty good noise cancellation and the ambient sound feature works decently well. They connected quickly to my Galaxy S9+. Also connected to my Windows 10 laptop without much fuss. I do have a problem, though. I had to switch the ear tips out to the smallest ones, which fit me great - my issue lies with the wing tips. I have pretty small ears. The medium wing tips aaaaalmost fit, they keep the earbud super secure in my ear, except the wing tip tends to dig into that fold in my ear and makes them extremely sore after wearing for only 10-15 minutes. Think of how it feels to wear on-ear headphones for hours at a time - that's how my ears feel after 10-15 minutes. The Buds come with wing tips that are completely flat, but I find they don't stay in my ears nearly as well without some kind of wing. At one point, with the flat ""wings,"" my Wearables app thought I only had one Bud in because they were slowly slipping out of my ear. I'm really bummed about this. I don't fault Samsung because it's a personal problem, I just have very small ears, but it makes me sad because I love these things otherwise. I haven't decided whether I'll return them or not, but I probably will.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_218?ie=UTF8&pageNumber=218&reviewerType=all_reviews"
"1573044032-4900","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","10/10","Great product. Works perfectly, charges fast and has good battery life. I love how fast they connect","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_149?ie=UTF8&pageNumber=149&reviewerType=all_reviews"
"1573044068-5059","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","incompatible with my iphone","I recently bought samsung ear buds and they were incompatible with my iphone","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_165?ie=UTF8&pageNumber=165&reviewerType=all_reviews"
"1573044110-5252","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","..","Box was opened when I got","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews"
"1573044028-4885","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I like Samsung products but...","Great product Samsung has great products but the customer service sucks totally! But the products are nice to have .","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_147?ie=UTF8&pageNumber=147&reviewerType=all_reviews"
"1573043734-3621","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Almost awesome","They're pretty rad, and I do enjoy them.  The sound quality is good for these type of buds.  No complaints there.  I did expect that the mic quality wasn't great, but I don't use them for calls.  I use them mostly for the gym.  The one feature i wish worked better was the passthrough audio.  It's not great.  I very much like to have the ability to stop my music and talk to somebody and hear them amplified through the headphones but its really tough to hear people through them.  I still end up taking them out to talk to someone.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1573043689-3452","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Low Volume, frequent cut outs, poor microphone","The pair of Samsung Galaxy Buds that I received are very disappointing.  They frequently cut out when playing music for no apparent reason. The volume is set very low at the factory and the only way to increase it is through the phone.  I do not like to max out the volume on the phone, but have no other choice except to do that when listening in a noisy environment such as on the street.  They do not cancel out noise very well. I have tried different ear bud tips and none seem to seal well enough to block out the noise. The microphone is not very good either. The person on the other end of the call thought I had my hand over the microphone. They could hear me, but barely.  I called Samsung and explained what I was experiencing and they said I got a defective pair and that I should call Amazon and ask for a replacement pair sent out.  That pair is on the way.  I hope all of the issues mentioned above will be resolved with the new pair.  We shall see.  I will update this review once I get the new pair and try them for a spell.  If things do not change, they will go back to Amazon for a refund.  I will go back to my $50 pair that sound better, do not cut out as frequently, and make better calls.  The only drawback to them over the Samsung is the battery life is shorter, about half as long. 5/24 Update:  The replacement pair had fewer problems. but still cut out when playing music, so they were returned and I get a refund.  I will go back to my $50 Ikanzis and I have ordered another pair so I can have longer listening time. When one pair needs to be charged, I will simply use the other pair.  Even though I bought two pair, their total cost is less than one pair of Samsungs.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1573044204-5675","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Product falsely labeled US version","Buyer beware.  I bought these buds from amazon in May 2019. They’re supposed to be the US version.  I started having problems with the right Bud after the 30 return period.  I contacted amazon who put me in touch with Samsung USA.  When I read of the serial number, they told me it was the international version and their warranty didn’t apply.  I bought and paid for the US version and got an international version.  No Samsung USA one year warranty against defects.  Im trying to get Samsung international to replace or fix them.  I’m NEVER buying electronics from Amazon.  I’ve spent over an hour on the phone with multiple people  trying to get help.  It’s worth going to bestbuy, target etc to buy electronics","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews"
"1573044251-5884","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Terrible sound quality.","Very poor sound quality. I expected to have great sound quality or at least something that rivals air pods (which isn’t very good either). They are far worse than air pods in sound quality. Frustrating that there isn’t a good product on the market that produces good quality sound. Save your money.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_247?ie=UTF8&pageNumber=247&reviewerType=all_reviews"
"1573043936-4476","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome","So far so good","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_106?ie=UTF8&pageNumber=106&reviewerType=all_reviews"
"1573043907-4344","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Disconnect/skip all the time during activity. Button features often fail, and the mic is terrible","Fairly comfortable, and with a combination of ear fins and buds, they isolate sound pretty well and stay in during a run.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&pageNumber=93&reviewerType=all_reviews"
"1573043716-3551","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very decent value for my money","Great purchase overall, value for my money. The only thing I really dislike is that all the customizable options are only available through the Samsung wearable app and while the buds work perfectly with my iPad and laptop like any other Bluetooth headphones, I really do wish I could use the ambient mode and equalizer as well. Otherwise, if you don’t care about these settings, it has been a very solid purchase. Battery is very very good, and, though not officially noise cancelling, they do nest in your ears in a way that it feels like noise cancelling as only really loud sound gets through. Ambient noise, doesn’t. Though, when walking with them, you do listen and feel the steps, and it takes time to adjust. Same goes with the buds overall. But again, I would recommend because of the quality and price match.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1573043902-4328","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Suficientemente buenos","La verdad esperaba que me funcionará con el mic en la llamadas pero no me funciona en cambio lo demas me funciona de maravilla... good service","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&pageNumber=91&reviewerType=all_reviews"
"1573044139-5379","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good product","Good product","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_197?ie=UTF8&pageNumber=197&reviewerType=all_reviews"
"1573043911-4362","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Disappointed","As a Samsung fan I was rather disappointed with this item! The fit is bulky, kept having to re-pair it or reconnect it. Surely they could've done better. I would have expected this from a lower end manufacture not SAMSUNG.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_95?ie=UTF8&pageNumber=95&reviewerType=all_reviews"
"1573043889-4263","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Battery life is good","Premum Sound quality there is some minor lack with the connectivity but I'm sure can be fix with updates other than that 5/5 ☆☆☆☆☆","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&reviewerType=all_reviews"
"1573044001-4763","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Don't buy it!!","I don't hear anything. If you walk on the street you hear nothing. Disappointed.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_135?ie=UTF8&pageNumber=135&reviewerType=all_reviews"
