web-scraper-order,web-scraper-start-url,title,body,rating,next,next-href
"1573062816-16863","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Only worked for a week.","I purchased this product to replace a previous pair that I lost playing golf. Since I liked the initial quality of the product I said why not. The new pair arrived and stopped working within a week. The headphones will not charge or hold a charge. The quality is not the same, I do not recommend these headsets.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews"
"1573062884-17139","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Didn't work past 2 months","It was great quality sound. I had no problem with the sound, size, or even the build of the headphones. But the right bud stopped working outta no where are 2 months! Like WTF!","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&reviewerType=all_reviews"
"1573063102-17916","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","LOVE!","Awesome headphones; even better than my previous version!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_134?ie=UTF8&pageNumber=134&reviewerType=all_reviews"
"1573062803-16813","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good quality product!","I use them to work out. The Noise canceling works great with the foam ear piece. They went the extra mile and give you 6 pairs to make sure they fit everyone. the sound is good and work well with app equalizers to make them sound the way you want. They out the box. Perfect for working out.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1573062861-17031","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Great fit and good sound.  Music doesn't sound flat like many other earbuds I've bought over the years.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&pageNumber=46&reviewerType=all_reviews"
"1573063027-17655","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Call quality not so great. Light and easy to wear.","So far the Treblab headset has been mostly just ok. The sound quality is nice, they are lightweight  and the design is nice. The biggest issue for me is the call quality. In short,it is not so good. Callers speak of a muffled sound compared to the previous headset. Battery is constant at 7 hours. Once battery warning comes you have about one min before they cut off. Also no notification of incoming calls unless you are already on a call. (Call waiting) will update as needed,but may return them.","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_108?ie=UTF8&pageNumber=108&reviewerType=all_reviews"
"1573063063-17774","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","they worked fine for a couple of weeks then the right earbud ...","I originally purchased these in September, they worked fine for a couple of weeks then the right earbud stopped working.  I contacted customer support and they gave me instructions on how to reset them to see if that would fix the problem.  I followed their instructions but it still wasn't working.  I contacted them again and was told that this must be a defective set and if I would cut the cord between the earbuds and send them a photo of the cut cord they would send a replacement.  I cut the cord, took a photo and emailed it to the them.  If I remember correctly I received an email the same day saying the replacement set was on the way.  The replacement set arrived a few days later and I have had no issues, very happy with them.

These is a very nice set of earbuds and they sound amazing, at this price point I'm surprised they sound as well as they do.

Customer service is also great, they responded to my emails quickly and there were zero hassles in replacing the defective set.  I would have no hesitation buying from Treblab in the future.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_120?ie=UTF8&pageNumber=120&reviewerType=all_reviews"
"1573063034-17687","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Worth it!","I was one of those poeple that believes in quality so i got sucked into buying $100 headset withiin a year it died.  Better save your money buying expensive brands... yeah, yurbud your products sucks!!!!!

This product is worth your money!!!! amazing sound and battery last longer.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_111?ie=UTF8&pageNumber=111&reviewerType=all_reviews"
"1573062930-17313","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Treblab J1","Great headphones all in all","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews"
"1573063020-17634","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Not sweat proof","I bought these in August 2018 and as of January 2019 they are dead.

I used them about 5 to 7 days a week for primarily running. I do sweat a lot which is why I looked for earbuds that are sweat proof.  They had great sound and stayed in my ears real good. So it is sad that they are dead.

To explain what started happening, just last week the voice that comes on when you turn the earbuds on started to sound different and would not connect and were blinking red/blue almost together like. I turned them off and on several times then finely the original voice came on and the earbuds connected. They have done this a couple times and after restarting them several times I could usually get them to connect (very aggravating though). Now today when I was running they just beeped and disconnected and started blinking red/blue almost together again. So I turned them off and now they will not start back up. Very upsetting but I guess  they are not sweat proof. I will give them a 3 star for sound and fit but ultimately should be a 1 star since they only lasted less than 6 months.","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_106?ie=UTF8&pageNumber=106&reviewerType=all_reviews"
"1573063038-17691","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Pretty decent for the price!","I like these!  They really block out the noise of all the chatty folks at work when i need to get in the zone.  I'm still toying with the different earbud fittings to find my perfect fit, but I like that my ears don't get sore wearing these the way they used to when I would wear my hard, plastic ear-buds that came with my iphone.  Sound quality is great and paired easily with my phone!  I'd recommend for sure!","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_112?ie=UTF8&pageNumber=112&reviewerType=all_reviews"
"1573063107-17936","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The headphones were good while they were working","The headphones were good while they were working.  Unfortunately after just over a month of regular use they stopped holding a connection and the battery would drain fast.  Tried with multiple devices to make sure it wasn't the device that I was using.  Problem persisted.  Not a reliable product.  Would not recommend for anyone to purchase these.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_136?ie=UTF8&pageNumber=136&reviewerType=all_reviews"
"1573063007-17590","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Junk","Junk, must be about 1 ft from telephone. Does not work while phone is attached to hit very dissatisfied cannot use while walking.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&pageNumber=101&reviewerType=all_reviews"
"1573063071-17810","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love mine","Great","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&pageNumber=123&reviewerType=all_reviews"
"1573062941-17356","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Decent sound and build quality but the earbud itself is too large and they turn themselves on at random","Seems to be well designed, and the sound is decent-to-good, but the earbud itself is huge (much bigger than all of my previous bluetooth headphones, I've had 3 other sets).  My biggest complaint though is that they turn themselves on at random when not in use.  Almost every single day at some point I go to turn them on only to find that they are either already on and connected to my phone, or the battery is dead from being on while not in use.  I am not leaving them on myself.  I see them connect to my phone at random when not in use very often (phone gives a notification when bluetooth connects). I have literally never seen any of my other previous 3 pairs of bluetooth earbuds do this, but these do it all the time, probably 5 times a week I see this.","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&pageNumber=78&reviewerType=all_reviews"
"1573062875-17096","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Four Stars","Too large and uncomfortable.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&pageNumber=52&reviewerType=all_reviews"
"1573063001-17564","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good fit with quality sound.","Good fit with quality sound. Very easy to operate and doesn't get in the way or uncomfortable during use. More bass would have made them 5 stars.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_99?ie=UTF8&pageNumber=99&reviewerType=all_reviews"
"1573062894-17178","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","great quality. my teenager likes it","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&pageNumber=60&reviewerType=all_reviews"
"1573062995-17545","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","but overall the product is very good.","Connecting is sometimes interesting, but overall the product is very good.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&pageNumber=97&reviewerType=all_reviews"
"1573063078-17832","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Doesn't fit comfortably in ears; keeps falling out.","Doesn't fit comfortably in ears; keeps falling out.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_126?ie=UTF8&pageNumber=126&reviewerType=all_reviews"
"1573063066-17788","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The sound is good and the bass isn’t overwhelming","These headphones are great especially for talking with no background noise interfering with your call I mean at all. The charge is good for quite a while the only issue I had was they just stopped charging. Great product still","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&reviewerType=all_reviews"
"1573063129-18015","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","sound is crap. Don’t waste your $$","Bass boost my a$$!!! These are junk, sound is crap. Don’t waste your $$","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_144?ie=UTF8&pageNumber=144&reviewerType=all_reviews"
"1573063107-17933","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Trelab j1 Bluetooth earbuds","Work very well","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_136?ie=UTF8&pageNumber=136&reviewerType=all_reviews"
"1573063034-17686","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome value for the money","Used these ear buds during work, and they were great","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_111?ie=UTF8&pageNumber=111&reviewerType=all_reviews"
"1573062742-16610","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Best earbuds without breaking the bank","I have been searching for a pair of noise cancelling earbuds that will help drain out sound without breaking my bank or having to be cranked up all the way.  I went through a handful of cheaper earbuds that did not meet my expectations.

It's hard to do noise cancelling in the earbud form for the right price. These hit the mark! I work from home and have extremely noisy neighbors above me, non stop noise and loud thuds.  Wearing these earbuds with the foam ear pieces have been a life saver.  I haven't had to crank the volume up to where I'm going deaf and I hear absolutely only what is coming through my earbuds.  The sound quality is great for the price point and the battery life lasts all day for me.  I couldn't be happier and I have my sanity back.  Highly recommend these over a cheaper pair that claim to do the same.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1573062935-17331","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Product is excellent! Delivery to match, Thank you.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&pageNumber=76&reviewerType=all_reviews"
"1573062944-17365","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Only worked for 3 months :(","Fit is bit odd for my ear but I managed to make it work, sometimes falls out, I used Bose before, no problem with fit. Used this for 3 months until it stopped working... At first my iPhone can't find it even though I tried to restart my bluetooth then it stopped charging anymore. So it is like paying small amount and only use it for 3 months... Better invest with better earphone.","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&reviewerType=all_reviews"
"1573062941-17355","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Poor noise cancellation functionality","I went to a local coffee shop, called my father and before I asked him about background noise, he said....""where are you?  Boy, there's lots of background noise""; so, very disappointed in the noise cancelling feature and also, the actual rubber earbuds are made of a very cheap plastic/rubber compound that doesn't allow you to get a good seal in your ears.  They feel like the $5 earbuds you buy at Walgreen's.  Lots of background noise creeping in.  Finally, very tinny sounding if you listen to music.  When they called it ""TREB""LAB....they weren't kidding!  Not recommended.","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&pageNumber=78&reviewerType=all_reviews"
"1573063004-17572","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great for the price","Very good for the price point. Sound is a little shallow, but loud and the headphones appear to be well designed","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_100?ie=UTF8&pageNumber=100&reviewerType=all_reviews"
"1573062803-16818","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Zero complaints","The foam sleeves make for a tremendous noise reduction on their own — more than any dedicated foam earplugs I’ve used. Sound quality is great for this price and the battery definitely lasts all day and then some. Very pleased for the price.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1573062902-17202","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","good sound","The first pair didn't work, but they were very proactive about replacing them and I appreciate that.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_63?ie=UTF8&pageNumber=63&reviewerType=all_reviews"
"1573063139-18056","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great sound","I wasn't familiar with this brand but bought it because it had a noise cancelling microphone for calls. I wasn't expecting much for sound quality but was very surprised to find out that they have a great sound with full lows while playing music. I'm pretty picky and I would highly recommend these for great sound and comfort.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_148?ie=UTF8&pageNumber=148&reviewerType=all_reviews"
"1573062767-16687","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Suddenly broken :( but quick to fix","They were working great for a few weeks and then suddenly wouldn't charge or turn on. I tried doing the factory reset, searched for trouble shooting videos online. Nothing has worked. Very disappointed.
Edit: customer support got in contact with me and sent me a new pair quickly and easily. I just had to attach some photos with the original pair destroyed. Pleased with their speed and politeness.","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1573062856-17019","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Awesome price for the quality! Awesome headphones!  Perfect for working out and listening to music on the go.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews"
"1573062767-16682","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sounds great...but not so chew resistant.","They were awesome headphones great bass response nice and Loud the only problem I had was that kind of hurt my ears when they were in but maybe I should have use a smaller ear cushion.. was only able to use them for about a week until my dog felt I should have the cordless ones ....unfortunately..smh","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1573063126-18001","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great headphones.","Very easy to use. Sound great. Waterproof for sure, I just accidentally ran them through my washing machine  and worked perfect 5 minutes later.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_143?ie=UTF8&pageNumber=143&reviewerType=all_reviews"
"1573062800-16802","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Love these earbuds.  Great sound. Great fit.  Just what I was looking for.  Thanks!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1573063007-17582","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","This are awesome !!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&pageNumber=101&reviewerType=all_reviews"
"1573062754-16648","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Support","Good sound quality

Update:
After my comment Company get in touch with me and helped so much for my issues. How to increase the charge time and other usage details.
Great support for the pruduct and they take posession of their product.
The device works for about 6 hours when u use them at full volume. A lower volume levet about %60 can make them last longer.

Update:

After about 2 year usage, it had loose contact with right earbud, even i kept them and look after them very carefully. What a shame...
Who cares the sound quality and other things after it is easily broken?","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1573062922-17282","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excellent earplugs too","These have some insane sound isolation, to the point where I get concerned walking down the street.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews"
"1573063071-17805","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","One Star","Would give less if I could, the battery won't give me more than an hour before being dead.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&pageNumber=123&reviewerType=all_reviews"
"1573062957-17408","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Even audiophiles won't be disappointed! For this price it's brilliant","It worked for couple months and then itcould barely stay connected to phone, sound in right earbud stopped. I am so dissapointed, turnes out not so great quality after all.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&reviewerType=all_reviews"
"1573062938-17345","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Almost a nice pair of headphones","I wanted to like these headphones after seeing a nice review on YouTube. Fit and finish is very nice for the price, but as soon as I took them out of the package they had an intermittent audio malfunction on the right side that just got worse until they No longer worked at all. Bluetooth range is also not as good as the ADURO Bluetooth headphones even though these sound better when working properly.
I will be returning them for refund and saving up for something that works.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_77?ie=UTF8&pageNumber=77&reviewerType=all_reviews"
