web-scraper-order,web-scraper-start-url,title,content,rating,next,next-href
"1573056986-14227","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great screen protector","Easy to install. Purchased this over 6 months ago and it's still in place.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_265?ie=UTF8&pageNumber=265&reviewerType=all_reviews"
"1573057194-15035","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Perfect fit","Perfect fit...follow the directions","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_346?ie=UTF8&pageNumber=346&reviewerType=all_reviews"
"1573057445-16003","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ok price bad product","Put product on toll right back off. Did not stick very well even after a perfect cleaning and not touching glass","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_443?ie=UTF8&pageNumber=443&reviewerType=all_reviews"
"1573056764-13390","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Worked!","Just dropped my iPad, tried to catch it, missed and it slammed into the closet mirror screen side. Screen protector chipped in two places, removed it and iPad is completely fine. Ordering more now!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews"
"1573056766-13400","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Screen Protector","I have applied three of theses and had no problems. My wife stepped on her iPad and cracked the screen protector but screen was unharmed. Didn't need to replace it but my wife did like seeing the crack. I bought an extra to have as a spare. I highly recommend this product.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews"
"1573056333-11724","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excellent Screen Protector","I am pretty meticulous when putting on screen protectors and for the most part this went on smoothly. There are some dust particles that made it under the glass unfortunately, but that isn't the fault of the product and more of user error. I wish this came with multiple units just in case you mess up you have a backup to try again.

Glass quality was immaculate and touching the screen feels smooth and responsive. Highly recommend.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1573057476-16073","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Buy something else","Very difficult to put on.  Instructions on a paper the size of a business card and  hard to read.  The you-tube video are even worst.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_450?ie=UTF8&pageNumber=450&reviewerType=all_reviews"
"1573056338-11742","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great experience despite negative reviews!","I was very hesitant in purchasing this screen protector because of all the negative reviews and to be honest some of the positive reviews sounded fake, but i figured worst case scenario I’m out $10 and lesson learned. Anyway, installing the screen protector was super easy (Disclosure: i have worked for a major wireless carrier for over 10 years so I have plenty of experience placing screen protectors on devices). The only thing I needed help with was placing the little tab stickers on the screen protector and around the back of the iPad to keep it in place. Once I removed the plastic film and flipped the protector over the screen of the iPad the protector pretty much stuck to the screen on its own and surprisingly left zero air bubbles. I bought this screen protector 3 separate occasions (I have 3 kids that definitely need these on their iPads) and i have had the same experience. It is not a “fluke” or “pure luck” that these screen protectors left zero bubbles upon installation. They seriously required zero effort from my part. I understand not everyone will probably have the same experience as mine, but honestly I believe it’s all due to user error. The screen protectors have offered amazing protection to my kids iPads and since they are 9, 7, and 1 you can imagine that they have been tested. Their iPads have been dropped, tossed, and thrown all over the house (okay mostly from the 1 year old, but the protector has lived up to its name. (Disclosure: It also helps having a sturdy case on the iPad).

In conclusion: installation was easy, protection has been excellent thus far, and seriously—it’s only $10. People spend more on one cup of coffee at Starbucks. :)","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1573056312-11642","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bummed out ☹️","Bought this screen protector because of all the raitings and how durable it was suppose to be. It hasn't been a month (1 week to be exactly) and it has a huge crack in it that is spreading. My iPad hasn't fallen, been smushed or anything. I'm pretty bummed.
The crack turned into two! Waste of money! Don't buy.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1573057448-16016","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excellent","Easy to install, excellent product!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_444?ie=UTF8&pageNumber=444&reviewerType=all_reviews"
"1573057264-15316","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome","Love this","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_374?ie=UTF8&pageNumber=374&reviewerType=all_reviews"
"1573056503-12396","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Don’t try it if there is a lot of static in your house","The quality seems great, especially for the price. I could not get the back of the protective plastic clean, there was so much static  that when I pulled the protective film fine particles stuck to it & got between the pad screen & the screen protector. Once that happens it is all over, I tried to get the particles out but just made it worse. It is winter here & lots of static, maybe it would be better in another season.

My screen was completely cleaned as I had just received the iPad & removed the factory plastic.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&pageNumber=82&reviewerType=all_reviews"
"1573056304-11618","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Doesnt Install As Promised","Upon opening the package I was very impressed. The packaging was among the best I’ve seen - light, thin, perfectly designed to protect. There was an envelope with detailed instructions and wet, dry and microfiber cleaners plus some adhesive strips to hold the position ofmthe glass before final placement. Everything you could ask for, except it didnt work. Mfg claims that simply r7nning your finger down the middle of the glass will kick off installing itself. Mine never did. I had 6 large bubbles under the glass that never resolved. Returned for
Update: mfg saw my review and sent me email offering to provide me with another protector to have me try again. They also suggested I watch several Youtube videos on how to install the screen protector.  Its a good thing I did because the videos provide different instructions than the mfg’s written instruction included with the product. This begs the question, why doesnt the mfg change their instructions? Following the video instructions, I was able to successfully install the screen protector in about 5 minutes.....and it largely installed itself. I had one tiny corner bubble which I eventually was able to rub out using a plastic shim wrapped in the microfiber cloth. Revised my rating to 3 stars","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1573057090-14624","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Follow the instructions.","Installed very easy.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_305?ie=UTF8&pageNumber=305&reviewerType=all_reviews"
"1573056328-11709","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","iPad screen protector","Watched install video online,several times. Still have problems. This product seems a little sticker than the other brand i put on my old iPad.
Think with it beening sticker, harder to get air bubbles out. Tried several times,got it to look ok. Next time going back to other brand I used.
Tried this one, because it was  #1 recommended.

Update. I was contacted by the seller, guess they read my review. They wanted me to be completely satisfied , so they sent me another
screen protector , no charge. Haven’t have time to install it yet. Will review the you tube install  videos again. Just want to say this company is committed on keeping the customer satisfied by backing up their product. Great customer service. 👍😎","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1573056758-13377","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good quality","We use these for outdoor work, they have been holding up good so far","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_180?ie=UTF8&pageNumber=180&reviewerType=all_reviews"
"1573057004-14291","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Worked!","Love that if it didn’t give any bubbles.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_272?ie=UTF8&pageNumber=272&reviewerType=all_reviews"
"1573057156-14886","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tempered glass for iPad 6th","I love this thing so easy to install and looks very durable","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_331?ie=UTF8&pageNumber=331&reviewerType=all_reviews"
"1573056915-13951","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Way too short doesn’t cover entire iPad","Doesn’t even fit the iPad correctly. It’s too short","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_238?ie=UTF8&pageNumber=238&reviewerType=all_reviews"
"1573057280-15373","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","No issues","Works fine","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_380?ie=UTF8&pageNumber=380&reviewerType=all_reviews"
"1573056789-13487","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Absolutely Perfect","Great communication, Super Fast SHIPPING, and Great Detailed Easy directions.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_191?ie=UTF8&pageNumber=191&reviewerType=all_reviews"
"1573056907-13923","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","You get what you pay for","This was one of the harder protectors to apply compaired to others I've done. Plus there is no website for this company, so when they say lifetime warranty good luck getting a replacement. Would not buy this again and don't recommend it to others. They did contact me and sent a replacement.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_235?ie=UTF8&pageNumber=235&reviewerType=all_reviews"
"1573056758-13370","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Comes off around edges and has air bubbles","I am a perfectionist.  I installed this protector just as the instructions directed.  Everything was fine at first and I was happy with the outcome initially, but it's now coming away from the corners and dirt has gotten under the cover.  Now there are bubbles in the center as well.  I was expecting more based on the good review ratings.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_180?ie=UTF8&pageNumber=180&reviewerType=all_reviews"
"1573056692-13125","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Genial!!","The best safety glass I've ever bought. The first time in my life the installation process is very easy and without bubbles.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_155?ie=UTF8&pageNumber=155&reviewerType=all_reviews"
"1573057161-14903","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great price","Like it alot. Have had it for several months now","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_333?ie=UTF8&pageNumber=333&reviewerType=all_reviews"
"1573056371-11878","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product...difficult installation","This is a great product but I give it 4 stars only because of the installation. Their video on youtube is good but the tape they provide to make the hinges don't hold well.  I added some packing tape to their tape to make them hold better. I also used rubber bands to help align the protector before applying the hinges.  I thought it was easier to apply my hinges to the side rather than the bottom.  And finally I used some packing tape to create a tab opposite the hinges so that I could hold the tab and not touch the protector.  The 1st one I installed had a finger print in one corner so it wouldn't stick.  When I contacted the company they immediately sent me a free replacement.  When I used the packing tape & rubber bands the 2nd time, it worked great.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1573056857-13737","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Clear Screen, However, second time purchasing this product in less than 3 months!","Well, this is my second time purchasing this item. The first one was May 15th. I cracked right in the middle.
The product is clear and I found it easy to install. So I found it better to pay another $9 than $300+ for a new iPad screen!

I hope this one lasts longer than 3 months!!","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_216?ie=UTF8&pageNumber=216&reviewerType=all_reviews"
"1573057075-14561","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A++ Recommended","Perfect fit, Sparin is the only company I will use on my products. A++ recommended","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_299?ie=UTF8&pageNumber=299&reviewerType=all_reviews"
"1573057123-14754","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nice iPad - size and clarity.","Great screen si.e - nice and clear.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_318?ie=UTF8&pageNumber=318&reviewerType=all_reviews"
"1573057141-14825","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Installed flawlessly.","Instructions directed me to video.  Watched video.  Installed flawlessly.  Lucky first timer?  Doubt it as this seems like a quality product and thoughtful install technique.  The kiosk at the mall wanted $50, I just did it for $10.  Will buy for my next iPad for sure.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_325?ie=UTF8&pageNumber=325&reviewerType=all_reviews"
"1573056643-12936","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Definite Buy again","Great customer service with fabulous response.  I had a small issue and they were prompt in resolving and helping to correct the problem.  Great product and great price.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_136?ie=UTF8&pageNumber=136&reviewerType=all_reviews"
"1573056464-12230","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Superior Service","I would suggest a screen protector for a tablet to anyone. My SPARIN screen protect was received damaged free and was installed. It was a bit tricky to install I might add and was not perfect. There were dust and bubbles from my many times trying to line it up well enough......crap. I was pleased to receive a Free replacement from the Seller. Their Customer Service is wonderful and they back the product. Awesome!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_66?ie=UTF8&pageNumber=66&reviewerType=all_reviews"
"1573057517-16233","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Wet Swab issue","One problem ..my Wet Swab Alcohol wipe was completely dry!  not able to get all the dust off.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_466?ie=UTF8&pageNumber=466&reviewerType=all_reviews"
"1573057293-15427","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nice","Perfect fit","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_385?ie=UTF8&pageNumber=385&reviewerType=all_reviews"
"1573057608-16577","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Incredible","This screen protector is simply the best screen protector I've ever installed and used on the iPad.  It goes on 100% flawless and offers excellent protection.  I wish this company made the same protector for the iPhone and Apple Watch.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_500?ie=UTF8&pageNumber=500&reviewerType=all_reviews"
"1573056663-13014","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very hard to work with","This product was very hard to work with. You had to tape the protector to the iPad to line it up. Very frustrating! I sent it back & bought one from amFilm. I have used their iPhone protector with great success.The iPad protector came with tab pieces as part of the film coating,  no taping of pieces!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_144?ie=UTF8&pageNumber=144&reviewerType=all_reviews"
"1573056695-13133","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Protect and don't worry.","This does not fit flush to the iPad in one corner.  It had a bit od a permanent bubble.  It does protect.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&pageNumber=156&reviewerType=all_reviews"
"1573057103-14679","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great screen protector","Great screen protector. Would definitely buy again!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_310?ie=UTF8&pageNumber=310&reviewerType=all_reviews"
"1573057015-14336","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Worth my money","10 out of 10","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_276?ie=UTF8&pageNumber=276&reviewerType=all_reviews"
"1573057059-14504","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","BEST VALUE!!","3 months and still looks great!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_293?ie=UTF8&pageNumber=293&reviewerType=all_reviews"
"1573056451-12184","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Does its job","I've had one of these on my iPad for almost two years and haven't had any problems. It hasn't come loose anywhere, and doesn't have any chips or knicks in it. The anti-glare is okay, not the best but does help. Fingerprints wipe off real easy. Install only took a few minutes. Would reccomend!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&pageNumber=61&reviewerType=all_reviews"
"1573057382-15753","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Comes with two packs of glass and cleaning accessories!","I purchased this tempered glass for my new iPad Pro 9.7 inch.

PROS:
-Came with TWO sets of glass
-Allows for pressure sensitivity and palm sensitivity with Apple Pencil
-Comes with wipes, cloth, and alignment paper to make sure you get it on correctly

CONS:
-Difficult to install but would be much harder without all the added accessories this pack includes
-First glass cracked when trying to put it on - second glass went on perfectly

All in all this product is cheap but comes with everything necessary for you to install yourself. Although the first glass cracked before I got it on the iPad the second piece of glass is working great. It makes me feel better knowing if I dropped my iPad the glass protector would crack before my screen cracked. I've very pleased with this purchase and would recommend for anyone with an iPad Pro.

Please mark this review as ""helpful"" if it assisted you in making a decision!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_418?ie=UTF8&pageNumber=418&reviewerType=all_reviews"
"1573056481-12301","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Functions great and has good picture quality, but stickiness has faded in one corner after a week.","First of all this this thing functions great and has good picture quality, BUT... I put this on my new iPad a week ago, followed the instructions exactly and after a week I have gotten a bubble in the top left corner. Hoping this is just a flook and it will reattach but I think it just wasn’t as sticky as it was supposed to be in that area. I am hoping it doesn’t spread and get worse I don’t want to have to replace it so soon.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews"
"1573057520-16240","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Easy","Perfect fit.  Easy application.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_467?ie=UTF8&pageNumber=467&reviewerType=all_reviews"
"1573057470-16052","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good","Good","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_448?ie=UTF8&pageNumber=448&reviewerType=all_reviews"
